input_vector,output_vector,circuit
0000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110,000111011111011110011000001110000011111000000000010000011100111011111010000000000000000000001111011110000000000000000110011,c5315
0000000000110000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000111011111011110001000001100000011110000000000010000000001000100001010001111111100000000001011010000010010000000000001111,c5315
0000000000000000000000000000000000000000000000000000000000000001000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000110,000111011111011110011100001110000011111000000000010000011100111011111010000000000000000000001111011110000000000000000110011,c5315
0000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000,000111011111011110011000001110000011111000000000010000000001000000001010001111000000000000001011010000010001000000000001011,c5315
0000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000,000111011111011110011000001110000011111000000000010000000000000100001010000000111100000000001011010000010010000000000000111,c5315
0000000000000000000000000000000000000000000000000000000000000001000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000110,000111011111011110011100001110000011111000000000010000011100111011111010000000000000000000001111011110000000000000000110011,c5315
0000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000,000111011111011110011000001110000011111000000000010000000000000100001010000001111100000000001011010000000010000000000000111,c5315
0000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000111011111011110011000001110000011111000000000010000000001000100001010001111111100000000001011010000010010000000000001111,c5315
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010000000000000000000000000000001000000000000000000010000000000000000000000000000000000,000111011111011110011000001110000011111000000000010000000001000100001000001111111100000000001011010100010010000000000011111,c5315
0000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000,000111011111011110011000001110000011111000000000010000000001000000001010001111000000000000001011010000010000000000000001011,c5315
0000000000000000000000000000000000000000000000000000000000000001000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000,000111011111011110011100001110000011111000000000010000000001000100001010011111111100001111001011010000010010000000010001100,c5315
0100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000001000000000000000000000000000000000000000000000000010100,000111011111011110011000001110000011111000000000010000001101101011101100000100000100000000000011011110110000000000000011011,c5315
0000000000000000000000000000000000000000000000000000000000000001000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000,000111011111011110011100001110000011111000000000010000000001000100001010011111111100001111001011010000010010000000010001110,c5315
0000000000000000000000000000000000000000000000000000000000000001000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000,000111011111011110011100001110000011111000000000010000000001000100001010011111111100001111001011010000010010000000010001100,c5315
0000000000110000000000000000001000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000,100111011111011110001010001100000011111000000000010000000001000100001010001111111100000000001011010000010010000000000001111,c5315
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010001010110101000000000000000001100000000000000010000000000000100,000101011101011110011000011110000101111000000000010010101101000111110010001110111000000000010101011111101001000000000001111,c5315
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000101000010101000000000000000110110000000000000000000000000000,000111011111011110011000001110000011111000000000000000001001101100000010000100010000000000001110010000000100100000000100011,c5315
0000000000000000000000000000000000000000000000000000000000000001000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000110,000111011111011110011100001110000011111000000000010000011100111011111010000000000000000000001111011110000000000000000110011,c5315
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000001000000000000001000000000000000000100000000000000001110000000000,000111011111011110011000001110000011111000001000010010111110110011111010000010001000000000011111011110000000000000000100011,c5315
0000000000000000000000000000000000000000000000000000000000000001000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000110,000111011111011110011100001110000011111000000000010000011100111011111010000000000000000000001111011110000000000000000110011,c5315
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010101000000101010100000000000001000000000000000101000000000000000000000000000000000100,000111011111011110011000001110000011111000000000010101001001101100001000000100010000000000000011011111110010000000000011111,c5315
0000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110,000111011111011110011000001110000011111000000000010000011100111011111010000000000000000000001111011110000000000000000110011,c5315
0000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010,000111011111011110011000001110000011111000000000010000011100111011111010000000000000000000001111011110000000000000000000011,c5315
0000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000,000111011111011110011000001110000011111000000000010000000000000100001010000000111100000000001011010000000010000000000000111,c5315
0000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000,100111011111011110011010001110000011111111100000010000000001000100001010001111111100000000001011010000010010000000000001111,c5315
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000001010000000000001000000000000001000000000000000000001100000000000,000111011111011110011000001110000011111000011000000010111110111011110010000000000000000000011111011110000000000000000001111,c5315
0000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010,000111011111011110011000001110000011111000000000010000011100111011111010000000000000000000001111011110000000000000000010011,c5315
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000,000111011111011110011000001110000011111000000000010000000001000100001010001111111100000000101011010000010010000000000001111,c5315
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000011000000000000000000000000000110,000111011111011110011000001110000011111000000000000000011100111011110010000000000000000000001111011110000000000000000110011,c5315
0000000000000000000000000000000000000000001000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000010,000111011111011110011100001110000011111000000000010000011100111011111010000000000000000000001110011110000100110000000000011,c5315
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000001000000000000000000000000000000000000000001000000000000000000000001100000000000,000111011111011110011000001110000011111000001000011101001101111111111110000000000000000000001011011110010010000000000001111,c5315
0000000000110000000000000000010000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000,100111011111011110001010001100000011111010000000010000000001000100001010001111111100000000001011010000010010000000000001111,c5315
0000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110001010000000000000000000000000000000000000000000000100,000101011110011110011000001110000011111000000000010000011100001011111010001100110000000000000011011111110010000000000001111,c5315
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101010100000000101010100000000000001000000000010000000000000000000000000000000000000000000,000111011111011110011000001110000011111000000000010000000101000100001000001111111100000000001011010000010010000000000011111,c5315
0000000000000000000000000000000000000000000000000000000000000001000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000,000111011111011110011100001110000011111000000000010000000001000100001010101111111111110000001011010000010010000100000001101,c5315
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101000000000000000000000010111000000000000000010000110000000000000000000000000100100,000111011111011110011000001110000011111000000000010000001100111111110000000000000000000000000000011011001011100000000110011,c5315
0000000000000000000000000000000000000000000000000000000000000001000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000,000111011111011110011100001110000011111000000000010000000001000100001010101111111111110000001011010000010010000100000001101,c5315
0000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100110,000111011111011110011000001110000011111000000000010000011100111011111010000000000000000000001111011110000000000000000110011,c5315
0000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000111011111011110011000001110000011111000000000010000000001000100001010001111111100000000001011010000010010000000000001111,c5315
0000000000000000000000000000000000000000000000010000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000010,000111011111011110011100001110000011111000000000010000011000111011111010010000000000000000001111011110000000000000000000011,c5315
0000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011000,000111011111011110011000001110000011111000000000010000000001000000001010001111000000000000001011010000010000000000000001011,c5315
0000000000000000000000000000000000000000000000000000000000000001000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000110,000111011111011110011100001110000011111000000000010000011100111011111010000000000000000000001111011110000000000000000110011,c5315
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000001110000000000,000111011111011110011000001110000011111000000000010000001001111111111000000000000000000000001011011110010010000000000011111,c5315
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101010000000000100010100000000000001000000000010111111110000000000001000000000000000100100,000111011111011110011000001110000011111000000000010101001100101110101000000101010000000000000011000011111010000000000001111,c5315
0000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110,000111011111011110011000001110000011111000000000010000011100111011111010000000000000000000001111011110000000000000000110011,c5315
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010110101010000000000000000010000000000000000000000000000000,000101011100011110011000001110000011111000000000010010100011100100000010000111011100000000011011010000010010000000000100011,c5315
0000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000010100000110000000000000000000000010000000000000000000000000000000,000111011111011110011000011110000101111000000000010010100001100100001010000111011100000000001011010000010010000000000100011,c5315
0000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000111011111011110111000001110000011111000000000010000000001000100001010001111111100000000001011010000010010000000000001111,c5315
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000001000000000000000000000000000000000000000000000000001100000000000,000111011111011110011000001110000011111000001000000010111110111011110010000000000000000000011011011110010010000000000100011,c5315
0000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000001000000000000001000000000000000000000000000000001010000000000000000000000000000,000111011111011110011000001110000011111000000000000010101011010100000010001010101000000000011111010000000000000000000001111,c5315
0000000000111000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,000111011111011110001000001100000011111000000000010000000001000100001010001111111100000000001011010000010010000000000001111,c5315
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101010101000000101010100000000000001000000000000000010000000000000000000000000000000000000,000111011111011110011000001110000011111000000000010101000001000110001100001111111100000000001011010000010010000000000011111,c5315
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000001110000000000,000111011111011110011000001110000011111000000000010000001101111111011000000000000000000000001011011110010010000000000011111,c5315
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000101000000000001000000000000000000000000000000000000000000000000000000,000111011111011110011000001110000011111000000000010000000001000100001100001111111100000000001011010000010010000000000001111,c5315
0010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000,000111011111011110011000001110000011111000000000010000000001000100001010000000111100000000001011010000000010000000000000111,c5315
0000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110,000111011111011110011000001110000011111000000000010000011100111011111010000000000000000000001111011110000000000000000110011,c5315
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000,000111011111011110011000001110000011111000000000010000000001000100001010001111111100000000001011010000010010000000000001111,c5315
0000000000000000000000000000000000000000000000000000000000000001000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000,000111011111011110011100001110000011111000000000010000000001000100001010101111111111110000001011010000010010000101000001101,c5315
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000010000000000000000000000000000000000000000000000000000000000010,000111011111011110011000001110000011111000000000000000011100111011110010000000000000000000001111011110000000000000000000011,c5315
0000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010110101010000000000000000010100000000000000000000000000100,000101011100011110011000001110000011111000000000010010111110010011110010001010101000000000011111011110000000000000000100011,c5315
0000000000000000000000000000000000000000000000000000000000000001000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000110,000111011111011110011100001110000011111000000000010000011100111011111010000000000000000000001111011110000000000000000110011,c5315
0000000000000000000000000000000000000000000000000000000000000001000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000,000111011111011110011100001110000011111000000000010000000001000100001010101111111111110000001011010000010010000100000001101,c5315
0000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100110,000111011111011110011000001110000011111000000000010000011100111011111010000000000000000000001111011110000000000000000110011,c5315
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010101010000010010101000000000000000000000000000000000000000000000000000000000000000000000,000111011111011110011000001110000011111000000000011000000001000100001100001111111100000000100000000001111111100000000001111,c5315
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000001000000000000001000000000000000001000000000000000001101000000000,000111011111011110011000001110000011111000001000010010111110101011111010000100010000000000011111011110000000000000000001111,c5315
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000010000000000000000000000000000000000000000000000110,000111011110011110011000001110000011111000000000010000011100111011111010000000000000000000001111011110000000000000000110011,c5315
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000100000000101000000000000000111010000000000000000000000000000,000111011111011110011000001110000011111000000000000000001001110100000010000010001000000000001110010000000100100000000001111,c5315
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000010000000000000000000001000000000000000000000000000000100,000111011111011110011000001110000011111000000000010010101111111111111010000000000000000000011111011110000000000000000100011,c5315
0000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010010101010000000000000000100000000000000000000000000000000,000101011100011110011000001110000011111000000000010010100011000100001010001111111100000000011010010000010110100000000100011,c5315
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010101000110001010100000000000000111110000000000010000000000000100,000100011110011110011000011110000101111000000000010010110100010011111010001011101100000000010011011111110010000000000001111,c5315
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010001010000000000000000000110000000000000000000000000110,000101011110011110011000001110000011111000000000010000011100111011110010000000000000000000001111011110000000000000000110011,c5315
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000100000000000000000000001101000000000,000111011111011110011000001110000011111000000000011000001101111111111100000000000000000000001011010110010010000000000011111,c5315
0000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000010,000111011111011110011000001110000011111000000000010000011100111011111010000000000000000000000111011111000000000000000000011,c5315
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010001000000100010000000000000001000000000010001101110000000000001000000000000000000100,000111011111011110011000001110000011111000000000010101001001101100011100000100010000000000000011001101110010000000000001111,c5315
0000000000000000000000000000000000000000000000000000000000000001000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000,000111011111011110011100001110000011111000000000010000000001000100001010101111111111110000001011010000010010000100000001101,c5315
0000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000,000111011111011110011000001110000011111000000000010000000001000000001010001111000000000000001011010000010000000000000001011,c5315
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000,000111001111011110011000100110000011111000000000010000000001000100001010001111111100000000001011010000010010000000000001111,c5315
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000010011000000000000000000000000000000000000000000000000000000000000000000000,000111011111011110011000001110000011111000000000011000000001000100001100001111111100000000001011010000010010000000000001111,c5315
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000001101100000000000000000000000000000000000,000111011111011110011000001110000011111000000000010000000001000100011000001111111100000000001011001010010010000000000001111,c5315
0000000000000000000000000000000000000000000000000000000000000001000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000,000111011111011110011100001110000011111000000000010000000001000100001010011111111100001111001011010000010010000000010001110,c5315
0000000000000000000000000000000000000000000000000000000000000001000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000110,000111011111011110011100001110000011111000000000010000011100111011111010000000000000000000001111011110000000000000000110011,c5315
0000000000000000000000000000000000000000000000000000000000000001000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000,000111011111011110011100001110000011111000000000010000000001000100001010011111111100001111001011010000010010000000010001110,c5315
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000001000100000000001000000000000000100000000000000000001100000000000,000111011111011110011000001110000011111000011000000010111110111011110010000000000000000000011111011110000000000000000001111,c5315
0000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000001000000000000000011001010000000010000000000110000000001000000000000000100,000101011110011110011100001110000011111000000000010000001101100110110100100110011000110001000011011111110010000110000110011,c5315
0000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000,000111011111011110011000001110000011111000000000010000000001000000001010001111000000000000001011010000010000000000000001011,c5315
0000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110,000111011111011110011000001110000011111000000000010000011100111011111010000000000000000000001111011110000000000000000110011,c5315
0000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000,000111011111011110011000001110000011111000000000010000000000000100001010000000111100000000001011010000000010000000000000111,c5315
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010100000000000000000000000000001000000000000000100000000000000000000000000000000000000,000111011111011110011000001110000011111000000000010000000001000100001100001111111100000000001011010010010010000000000011111,c5315
0000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000,000111011111011110011000001110000011111000000000010000000000000100001010000000111100000000001011010000000110000000000000111,c5315
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000001000000000010001000000000000000000100000000000000001101000000000,000111011111011110011000001110000011111000001000000010111110110011110010000010001000000000011111011110000000000000000001111,c5315
0000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000,000111011111011110011000001110000011111000000000010000000000000100001010000000111100000000001011010000001010000000000000111,c5315
0000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010110,000111011111011110011000001110000011111000000000010000011100111011111010000000000000000000001111011110000000000000000110011,c5315
0000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000,000111011111011110011000001110000011111000000000010000000001000000001010001111000000000000001011010000010000000000000001011,c5315
0000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000,000111011111011110011000001110000011111000000000010000000000000100001010000000111100000000001011010000000110000000000000111,c5315
0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000101010101000000101010000000000000001000000000000001101000000000000001000000000000000000100,000111011111011110011000001110000011111000000000010101001101101111111000000100010000000000000011001101110010000000000011111,c5315
