input_vector,output_vector,circuit
10000001000001000000110000000010000000101,00000001000001000000110000000010,c1355
00010000100010000000000010100000000010101,00010001100010000000000010100000,c1355
00010000000000001000100010100000000010101,00110000000000001000100010100000,c1355
00000000000000110000001100001000000000011,00000000000000110000001100001000,c1355
00100010000100001000100001000001000001011,00100010000100011000100001000001,c1355
00100000000000001010000000010000000100000,00100000000000001010000000010000,c1355
10001000010000100000000000100000011000001,10001000010000100000000000000000,c1355
00000011000010000000000100000000000000100,00000011000010000000000100000000,c1355
10001000010000100001000100000010011000001,10001000010000100001000100100010,c1355
10001000010000010000000000000010010100001,10001000010000010000000000000000,c1355
00000001001010000001001110010000101000111,00000001001010000001001110010000,c1355
00000101000000100000100100000100010000001,00000101000000100000100110000100,c1355
00110000000000000000000010000001001000001,00110010000000000000000010000001,c1355
00000000100100100000000100100100001101011,00000000100100100000000100100100,c1355
00000001000000000000001000011010000100011,00000001000000000000001000011010,c1355
00000000100000000000010100000011000001101,00000000000000000000010100000011,c1355
00000000001010010110000100000000000010000,00000000001010010110000100000000,c1355
00000000110000000100000000100000110000001,00000000110000000100000000100000,c1355
10000100001000000000010110000000001000001,10000100001000001000010110000000,c1355
10001000010000100000000000010000011000001,10001000010000100000000000000000,c1355
00010000010000000000101000000100010001001,00010000000000000000101000000100,c1355
00000100000110000001000010000010100100111,00000100000110000001000010000010,c1355
00000000100000010011000000000000000000101,00000000100000010011001000000000,c1355
00000001001001000000000010010010010100111,00000001001001000000000010010010,c1355
10100,10,c17
1110,0,c17
10000,0,c17
1,1,c17
1100,11,c17
111,0,c17
1010,11,c17
001101001110110110000100000000000,0011101010011011000010010,c1908
001100000010110100100000101000111,0011001000001010111011111,c1908
010010001000000110000001011100111,0100001100010000100000110,c1908
000000000000000000000011111001110,0000000000000000000000110,c1908
001100101100000110000001100110111,0011101001010000100001111,c1908
011100110000111010100110100000000,0111010001100011101000000,c1908
000000000000000010000001000000110,0000000000000000100000110,c1908
001100101100000110110001001000111,0011101001010000100001111,c1908
001100100000000010100001100000110,0010000001000000101011111,c1908
001101001110110110000100000100000,0011101010011011100010010,c1908
010000000000000010000001101000101,0000000000000000100000110,c1908
001100100100110110001101000000010,0011101001000011001000010,c1908
000100101000000000010010000000111,0001000001010000111101111,c1908
000000000000000000000011001000110,0000000000000000000000110,c1908
000000000000000001000001000100110,0000000000000000000000110,c1908
000001010100000010000001110000111,1000100010100000100111111,c1908
000000000000000000100000010000110,0000000000000000000000110,c1908
000000000000000000000000001100110,0000000000000000000000110,c1908
000001000100000000100000100100111,0000100010000000101001110,c1908
000000000000110110100001001000110,0000001000010011101100110,c1908
001100000010110110000001101010111,0011001000001011110110011,c1908
000100001000101110100010001000000,0001011000010010100100010,c1908
010010001000000101000001111100111,0100001100010000100000110,c1908
000000000000000010000011001110110,0000000000000000000000110,c1908
000001000100000001000001110100111,0000100010000000101001110,c1908
001100000010100110000111110000111,0011001000001010111011111,c1908
001100000010110101100001101000111,0011001000001011110110111,c1908
110101111100100100100010000000000,1101101011110010010000110,c1908
111100111100000110110011000000000,1111101001110000110000100,c1908
000001000100000010100001010100111,0000100010000000101001110,c1908
000010001000000100100000101001111,0000001100010000111100100,c1908
000000000000000000000011110101110,0000000000000000000000110,c1908
000000100000000010100001010000101,0000000000000000100000110,c1908
001100101100000110010001001100111,0011101001010000100001111,c1908
000000000000000000100000001000110,0000000000000000000000110,c1908
001100000010110101100001110000111,0011001000001011110110111,c1908
000010001010001100000000000000010,0000011100011000001110010,c1908
010010001000000110100001111100111,0100001100010000100000110,c1908
000000010000000010000001001100101,0000000000000000100000110,c1908
000000000010000000000000111000101,0000000000000000100000110,c1908
000000001000100100100000101000110,0000001000010011101100110,c1908
000100101000100010100000100010111,0001000001010010110100010,c1908
000100101000100001100001110100111,0001000001010010110100110,c1908
001100100000100110100110100000010,0011001001000010101100010,c1908
100100101000101000100000110000001,1001010001010010100000110,c1908
000000000000000001000001010000110,0000000000000000000000110,c1908
001100000010110110100000110101111,0011001000001011110110101,c1908
000100101100000110100000110000010,0001101011010000111011000,c1908
010010001000000101000001011000111,0100001100010000100000110,c1908
001100000010110101000001111000111,0011001000001011110110111,c1908
000000000000001010000001111100101,0000000000000000100000110,c1908
001100100000000010000001011000110,0011000101000000100110110,c1908
000000000000000010100001010000100,0000000000000000000000110,c1908
000000000000000000000000010100110,0000000000000000000000110,c1908
010010001000000110100000001001111,0100001100010000100000100,c1908
001100101100000110010001000100111,0011101001010000100001111,c1908
000000000000000010000011111101110,0000000000000000000000110,c1908
000000000000000000010000001000110,0000000000000000000000110,c1908
000101100000011010100100000000000,0001010011000001100001010,c1908
000000000000000000110000000000110,0000000000000000000000110,c1908
001101100000110110100110100000010,0011101011000011110011111,c1908
000000000000000000000000010000110,0000000000000000100000110,c1908
000000000000000010000011011010110,0000000000000000000000110,c1908
000000000000000010000011000000110,0000000000000000000000110,c1908
000000000000000001000011000000110,0000000000000000000000110,c1908
000000000000000010100001100000101,0001000000000000100000110,c1908
000010001000000101000000000000011,0000001100010000111100110,c1908
000000001000100100100000110000110,0000001000010000101000111,c1908
000000001000100100000000110100110,0000001000010110101011111,c1908
000000000000000000100011110000101,0000000000000000100000110,c1908
001100000010110100100000111000111,0011001000001011110110111,c1908
001100110000000010101000010010101,0011000001100000100000110,c1908
001100100000000010000001100100110,0001000001000000101000111,c1908
000000000000000000100000000000110,0000000000000000100000110,c1908
001100000010110101100001100000111,0011001000001011110110111,c1908
000000000000000001000001000000110,0000000000000000100000110,c1908
010010001000000110000001011000111,0100001000010000110100111,c1908
001000101000111011100010000000010,0010010001010011100010110,c1908
111100111001001000101000001000010,1111010001110100010001100,c1908
000000000000000000000011010000110,0000000000000000000000110,c1908
000000000000000000000011100000110,0000000000000000000000110,c1908
001100100100110110000101000000010,0011101001000011111000010,c1908
010010001000000110110001011000111,0100001100010000100000110,c1908
001100000010110110100000111001111,0011001000001011110110101,c1908
000000000000000010000001110100101,0000000000000000100000110,c1908
101011101100100100101110011000010,1010101111010010010101011,c1908
001100101100000110001011110000111,0011101001010000100001111,c1908
000000000000000000100011000000110,0000000000000000000010110,c1908
111011001100100100010101100100010,1110101110010010101010010,c1908
000000000000000010100001111000101,0000001000000000100000110,c1908
000000000000000010000011010110110,0000000000000000000000110,c1908
000000000000000000010011000000110,0000000000000000000001110,c1908
001100100010100110100110100000010,0011001001001010000000001,c1908
000000001000100110100001111000110,0000000000010010111100111,c1908
000000000100000010100001110100101,0000000000000000100000110,c1908
001100000010110110100001101001111,0011001000001011110110101,c1908
001001000100000000100010000000011,0010100010000000110011110,c1908
000000000000000001010001000000110,0000000000000000000000110,c1908
100000100000100110000000110000110,0000001001000010100101010,c1908
001100000010110101000001101000111,0011001000001011110110111,c1908
000000000001000000000000110100101,0000000000000000100000110,c1908
111100100000100110100010010000000,1111001001000010100000011,c1908
000000001000100110000001111100110,0000011000010010111111111,c1908
010010001000000100000000000000010,0100001100010000100000110,c1908
001100100000000010000001101000110,0111000001000000101110111,c1908
000000000000000011000000000000110,0000000000000000000100111,c1908
000000000000000000100000110000101,0000000000000010100000110,c1908
011100110000111010100110000000000,0111010001100011001000000,c1908
000000001001100110100001001000110,0000001000000110111110101,c1908
010010001000000100010000011000111,0100001100010000100000110,c1908
000000000000000010000001100100101,0010000000000000100000110,c1908
001100101010100010110010000000000,0011000001011010000001000,c1908
001100101100000110010001010000111,0011101001010000100001111,c1908
000000000000000000000011000100110,0000000000000000000000110,c1908
000001000000000010000001010100101,0000000000000000100000110,c1908
001100101100000110010001011000111,0011101001010000100001111,c1908
000000000000000000100000110000100,0000000000000000000000110,c1908
000000000000000010100010010000110,0000000001000000110011010,c1908
100100101100101110000001110000010,1001111001011010110100010,c1908
000000001000110100100100110001101,0000001000010011100000110,c1908
001100101100000110110001010000111,0011101001010000100001111,c1908
000100001000101110100010000000000,0001011000010010000100010,c1908
001100100000000010000001001100110,0011000001100000100100111,c1908
000010011000000100000000000000010,0000001100110000001010110,c1908
100100101100110110000101110100010,1001101001000011101111011,c1908
111000111101101010100110000000000,1110110001110110000000001,c1908
001100000010110110000001110101111,0011001000001011110110101,c1908
000000000000000000010000100000110,0000000000000000000000110,c1908
00000001000000000000000000000100000000000000000000000001111000000101100000000000000010000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000010100010000001100000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111100111100110100000000100101100001001,c2670
00000001000000000000000000000100000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001010000001100000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000100001110010001,c2670
00000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111101100001000000000101101000001001,c2670
10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100001000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111000000000000000101101100011001,c2670
00000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000111101100011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000001000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000001110000011111111111011101111111111100000000000000101101100011001,c2670
00000001000000000000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000001000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111101111100011000000000101001100011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000100000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000010000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00011100100011111100001000000000000000000000000000000000000000000000000000001000000000000000000000000000100111111000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101100011111100000000000000101101110011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000010000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000100000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100001000000000101101100001001,c2670
00011100100011111100001000000000000000000000000000000000000000000000000000100000000000111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000001100000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101100011111100000000000000001010110011001,c2670
00000001000000000000000000000100000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000011010000001100000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000100101110010001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111101100001000000000101101000001001,c2670
00000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000100000000101101100001001,c2670
00011100100011011111110111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000000000000000000000000000000000000000000000000000111000011000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010010000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100001110000111101101000001001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000101000100000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000001101110011001,c2670
00000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100001000000000101101100001001,c2670
00000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000010000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000001000000000000000000000000000000000000000000000000111110000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000011001000000001100000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111000011111110001111100101001110001001,c2670
00011100100011111110001000000000000000000000000000000000000000000000000000000000000000111111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000001100000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101100011111100000000000000001010110011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000001000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00011100100011111100001000000000000000000000000000000000000000000000000000000000000000000000000011111110100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000100000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101100011111100000000000000001010110011001,c2670
00011100100011111111110111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000010000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101001100011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00001000100100000011110111100000000000000000000000010111110110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010010000010000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111100111110111110011111101010000010001,c2670
00011100100011111111110111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00011100100010111111110111100000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010010000100000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111110000000000000101010101101001,c2670
00011100100011111100001000000000000000000000000000000000000000000000000000101111110000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000001000000001000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101100011111100000000000000001010110011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000010100010001000001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000001101110011001,c2670
00000001000000000000000000000100000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000011010000001100000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000100101110010001,c2670
00000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100001100000000101101100011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000100000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011010000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000010000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00011100100011110111110111100000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010010000000010000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100001000000000101010101101001,c2670
00000000000000000000000000000100000000000000000000000000111110000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000011000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101101100011111110001111100101101110000001,c2670
00000000000000000000000000000000000000000000000000000000000000000000000000000000000010000010001010001001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000001101100011001,c2670
00000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111011101001000000000101101100011001,c2670
00000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00011100100011111111110111100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000010000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101001100011001,c2670
00000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100000000000000101101100011001,c2670
00000001000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000011000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111111100001000000000101101100000001,c2670
00000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010100000000000000000000000000000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111111101100000000000000101101000011001,c2670
00000001000000000000000000000100000000000000000000000001111000000000000000000000000000001001000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000001000011111000000000100000000000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000011111111110011101111100011101111000000000101001110010001,c2670
