input_vector,output_vector,circuit
11110010110000000000001000000000000000000000000000,0101001010000000000111,c3540
11100000000000001000001110000000000000000000000000,1111101110000000101100,c3540
01101000100000000000001000000100000000000000000000,0110000001101111101100,c3540
11110000000000000000001110000000000000000100000000,1111101110000010001100,c3540
11100001011100000000000110010110010000000000000000,0010101000101011001111,c3540
11110000010001000000001011000001000000000000000000,0110110000001000101111,c3540
01000000111101000000001010100001111000000000000001,0001001011101100011110,c3540
10100000001000000000000110000000000000000000000000,1111001001000110001100,c3540
11110000000001000000000100000000001000001000000000,1110000101000000001100,c3540
11110000000000000000001011000000000000001000000000,1111110011000000001100,c3540
01100001000000000000000100000101000000000000000000,0111000110101111101111,c3540
11100010000000000000001111000000000000000000000000,0111001111000000001100,c3540
11100010010011000000001010000000000000000000000000,0111110000010010011111,c3540
10110001011011000000000010100010000000000000001000,0010000100000001011001,c3540
10111011000000000000000000000000000000000000000000,0111100011001011101100,c3540
11111010010101000000001010100000100000000000000100,0110101000110011101011,c3540
11100000000000000001001100000000000000000000000000,1111100110000001001100,c3540
01000000000000000000000100100000001000000000001100,1110100001000000001000,c3540
11100001000000000000001101000000000000000000000000,0111001110000100001100,c3540
11000111101100000000111010001100000000000000001010,0000001100000001101111,c3540
11100001000000000000001110000000000000000000000000,0111001111000000001100,c3540
01000000000000000000000000100000000000000000001100,1111100001000000001000,c3540
11110000000100000000001001000000000000000000000000,1111000000001000001100,c3540
11100000000000000100001110000000000000000000000000,1111101110000001001100,c3540
11110000000001000000001111000000000000000000000000,1111001100000000101100,c3540
10100011110000000000001000000111100000000000000000,0111101010000101111111,c3540
11100000000001000000000100000000010100000000000010,1111000101000000001100,c3540
01111000110011000000001000000000010000000000000000,0110100010100011101111,c3540
11000100000000000000000010000000000100000000000000,1110110011101111111111,c3540
11110000000000000000001101000000000000000010000000,1111100111000000001100,c3540
11001010100100001000001000000000000000000000000001,0111000001001000111111,c3540
11100001000000000000001011000000000000000000000000,0111010010001000001100,c3540
10101000000100000000000000000000000000000000000000,1111000000000000000111,c3540
10100010111011000000001010000100000000000000001000,0010101110010000101100,c3540
11111010010100000000000100000111100000000000000000,0111001100100010101100,c3540
10111101000000000000000000000000100000000000000000,0110000010001011001100,c3540
10111100000000000000000000000010100000000000000000,1111100011001110001111,c3540
11000100000000000000000010000000001000000000000010,1110100011101011111100,c3540
11110001000000000000001001000000000000000000000000,0111000010000000101100,c3540
01010010110010000000001011100000000100000000000100,0100110001001111001000,c3540
11110000001000000000001001000000000000000000000000,1111000000100000001100,c3540
01100000000100000000000110000000110110000000001000,1111001110000001111100,c3540
10100010011011000000000010000101000000000000001000,0011000100000000101100,c3540
11000001000000000000000100000000000000000000000000,0111000010100000001100,c3540
01100000000100000000001010000100000001000000001000,1110001110000000101100,c3540
11010100000000000000000010000000000100000000000000,1110110011101111111111,c3540
11100000000000000010001000000000000000000000000000,1111100010001000001100,c3540
11110000000000000000001111000000000000000000100000,1111101111000000001100,c3540
10110011011111000000000000000000000000000000001000,0011000010111001001100,c3540
11100000010000000000001001000000000000000000000000,0111000010001000001100,c3540
11100000001000000000001001000000000000000000000000,1111000000000010001100,c3540
01000000110000000000001000100001100000000000000100,0101100000100000011011,c3540
11100010000000000000001101000000000000000000000000,0111001110000010001100,c3540
01101000000000000000001000000000110000000000000000,1111101011000110001100,c3540
11110000000010000000001110000000000000000000000000,1111001000000000101100,c3540
11110000000000000000001111000000000000000010000000,1111101110000010001100,c3540
01100000000001000000000000000000000000000000000000,1111000000101111111100,c3540
01000000000000000000000100100000000100000000001100,1110100001000000001000,c3540
11000000000000100000001000000000000000000000000000,1111100010000000000111,c3540
01100001100000000000000110000101000000000000000000,0101100110101111111100,c3540
11000111101100000000111010011000000000000000001000,0011001100000001101111,c3540
11110000000000000000001000000000000000000001000000,1111100010000010001100,c3540
10100000000111000000001000000000001000000000001000,1110000100000110011100,c3540
01000010111011000000001010100000000010000000000100,0000101001000011001000,c3540
10100010111011000000000010100000000000000000001000,0011110110010000000111,c3540
01000100001011000000000110100000010000000000001100,1000001110000000000111,c3540
11110010100000000000001000010000000000000000000000,0101100010000000000111,c3540
11110000000000000000001011000000000000010000000000,1111101110000100001100,c3540
11110000000000000000001101000000000000010000000000,1111100110001000001100,c3540
10111001100000000000000000000000000000000000000000,0111100010011111011100,c3540
11110000000000000000001100000000000000000100000000,1111100111000000001100,c3540
11010000011111000000010000000000000000100000001000,0011000100101111011111,c3540
00100000101011000000000001000000101000000000000000,0011100001101110001100,c3540
10101000001000000000000000000000000000000000000000,1111000000000000000111,c3540
11100001011101000000000110001011101100000000000010,0010010001111011001100,c3540
11100000000000000010001100000000000000000000000000,1111100110000000101100,c3540
11111000000001000000001000100000000010000000000100,1110000100000000000111,c3540
11000100000000000000000010000000000010000000000000,1110110011101111111111,c3540
11110000000001000000001101000000000000000000000000,1111000100000000011100,c3540
11110000000001000000001100000000000000000000000000,1111000100100000001100,c3540
11100000000000000010001101000000000000000000000000,1111100110000001001100,c3540
01000000000000000000000100100000010000000000001100,1110100001000000001000,c3540
01000011100000000000001010100111011110000000001100,0100001011000000001000,c3540
11100010000000000000001110000000000000000000000000,0111001110000100001100,c3540
10111100000000000000000000000010000000000000000000,1110100011001010001100,c3540
11100000000000000100001000000000000000000000000000,1111100010100000001100,c3540
01000000000000000000000000100000010110000000001100,1110100001000000001000,c3540
11100001000000000000001001000000000000000000000000,0111000010000000011100,c3540
10101000001100000000000000000000000000000000000000,1011100001000000001100,c3540
10100010111011000000000010100000000000000000000000,0011110011111000101001,c3540
01000000000000000000000000100000001110000000001100,1110100001000000001000,c3540
11110000000000000000001111000000000000000001000000,1111101110000100001100,c3540
11000100011100000000000100000000001100100000001010,0001000100001010001111,c3540
11110000000100000000001011000000000000000000000000,1111001000000000011100,c3540
00100000011111000000000000000000000000000000001000,0011000110100000001100,c3540
11100000000000000010001111000000000000000000000000,1111101110100000001100,c3540
11110000000000000000001111000000000000001000000000,1111101110100000001100,c3540
11110010100000000000001000001000000000000000000000,0101100010000000000111,c3540
11110000000010000000001100000000000000000000000000,1111000000000000011100,c3540
01100001000000000000001000000001000000000000000000,0110000001101111101100,c3540
01010010111000000000001010100000010000000000000100,0100100001000111001011,c3540
11100000000000100000001000000000000000000000000000,1111100010000000101100,c3540
11100000000000000000000100000000001000000000000000,1110100110000000000111,c3540
10111001010000000000000000000000000000000000000000,0111100010101111001100,c3540
11100000000000000100001111000000000000000000000000,1111101110000000011100,c3540
11100000000001000000000100000000000100010000000010,1110000101000000001100,c3540
11110000000000000000001110000000000000001000000000,1111101110001000001100,c3540
10110000000001000000000000000000000000000000001000,1111000100000100001100,c3540
11110000000000000000001101000000000000000100000000,1111100110000100001100,c3540
11111010010010000000000100000111100000000000000000,0111001000100100101100,c3540
01100011000000000000000110000101000000000000000000,0101100110111110101100,c3540
11000010000000000000000001000000000000000000000000,0111000010000000011100,c3540
11111001100000000000000100000100000000000000000000,0110101110000001011111,c3540
11110000000010000000001001000000000000000000000000,1111000000000010001100,c3540
11100000000000000000101110000000000000000000000000,1111101110001000001100,c3540
01010000000100000000001010100000001000000000001100,1100000100101011111011,c3540
01000011111011000000001010000110000000000000001000,0001001110000001101111,c3540
11100010100000000000001000000100000000000000000000,0100100010000000000111,c3540
11100000000000000000011111000000000000000000000000,1111101110000100001100,c3540
11100000000000000000011101000000000000000000000000,1111100110001000001100,c3540
11010001111011000000000000000000000000100000001000,0011100100001111111111,c3540
11100000000000000001001101000000000000000000000000,1111100110000000011100,c3540
01100001000110000000000110000000010100000000000000,0101001000001110111100,c3540
11110000000000000000001001000000000000100000000000,1111100011000000001100,c3540
11110000000001000000001110000000000000000000000000,1111001100000001001100,c3540
11010100000011000000000110000000010000010000001000,1110100100001011111100,c3540
11110000000000000000001000000000000000001000000000,1111100010000000011100,c3540
11010100001000000000000000000000000000000000000000,1111000000100000001100,c3540
10100000000010000000000010000000010000000000000000,1110000001100000101100,c3540
11100000000000000000101011000000000000000000000000,1111110010000001001100,c3540
11010000000000000000000000000000000000010000000000,1111100011000000001100,c3540
11110000001000000000001100000000000000000000000000,1111000100000000101100,c3540
10000100000000000000000010000000000010000000000000,1110100010101111111100,c3540
11100000000000000000101100000000000000000000000000,1111100110000000011100,c3540
11110000000000000000001000000000000000000000100000,1111100010000100001100,c3540
10101010000000000000000000000000000000000000000000,0111000010000100101111,c3540
01100001000100000000000110000000011000000000000000,0101101100001110111100,c3540
11110000000000000000001011000000000000100000000000,1111101010000010001100,c3540
11000011111100000000110000000000000000000000001000,0011110101101111111111,c3540
11100001011100000000000110001011001000000000000010,0010101000101011001111,c3540
01000000000000000000000000100000011100000000001100,1110100001000000001000,c3540
01000000010000000000000010100000011110000000001100,0111000011110001111000,c3540
11101010100000000000001000010000000000000000000000,0101101010000000101100,c3540
11110000000000000000001111000000000000100000000000,1111101110000001001100,c3540
11100000000000010000001111000000000000000000000000,1111101110000000101100,c3540
11010110001111000000000000000000000000100000001000,0011000100000000011100,c3540
11100000000000000000101101000000000000000000000000,1111100110100000001100,c3540
11110000000000000000001110000000000000000001000000,1111101111000000001100,c3540
11110000000000000000001110000000000000010000000000,1111101110100000001100,c3540
11110000000000000000001000000000000000000010000000,1111100010001000001100,c3540
11110000000000000000001000000000000000100000000000,1111100010000000101100,c3540
11110000000000000000001110000000000000100000000000,1111101110000000011100,c3540
