input_vector,output_vector,circuit
001100100000100110100110100000010,0011001001000010101100010,c1908
100100101000101000100000110000001,1001010001010010100000110,c1908
000000000000000001000001010000110,0000000000000000000000110,c1908
001100000010110110100000110101111,0011001000001011110110101,c1908
000100101100000110100000110000010,0001101011010000111011000,c1908
010010001000000101000001011000111,0100001100010000100000110,c1908
001100000010110101000001111000111,0011001000001011110110111,c1908
000000000000001010000001111100101,0000000000000000100000110,c1908
001100100000000010000001011000110,0011000101000000100110110,c1908
000000000000000010100001010000100,0000000000000000000000110,c1908
000000000000000000000000010100110,0000000000000000000000110,c1908
010010001000000110100000001001111,0100001100010000100000100,c1908
001100101100000110010001000100111,0011101001010000100001111,c1908
000000000000000010000011111101110,0000000000000000000000110,c1908
000000000000000000010000001000110,0000000000000000000000110,c1908
000101100000011010100100000000000,0001010011000001100001010,c1908
000000000000000000110000000000110,0000000000000000000000110,c1908
001101100000110110100110100000010,0011101011000011110011111,c1908
000000000000000000000000010000110,0000000000000000100000110,c1908
000000000000000010000011011010110,0000000000000000000000110,c1908
000000000000000010000011000000110,0000000000000000000000110,c1908
000000000000000001000011000000110,0000000000000000000000110,c1908
000000000000000010100001100000101,0001000000000000100000110,c1908
000010001000000101000000000000011,0000001100010000111100110,c1908
000000001000100100100000110000110,0000001000010000101000111,c1908
000000001000100100000000110100110,0000001000010110101011111,c1908
000000000000000000100011110000101,0000000000000000100000110,c1908
001100000010110100100000111000111,0011001000001011110110111,c1908
001100110000000010101000010010101,0011000001100000100000110,c1908
001100100000000010000001100100110,0001000001000000101000111,c1908
000000000000000000100000000000110,0000000000000000100000110,c1908
001100000010110101100001100000111,0011001000001011110110111,c1908
000000000000000001000001000000110,0000000000000000100000110,c1908
010010001000000110000001011000111,0100001000010000110100111,c1908
001000101000111011100010000000010,0010010001010011100010110,c1908
111100111001001000101000001000010,1111010001110100010001100,c1908
000000000000000000000011010000110,0000000000000000000000110,c1908
000000000000000000000011100000110,0000000000000000000000110,c1908
001100100100110110000101000000010,0011101001000011111000010,c1908
010010001000000110110001011000111,0100001100010000100000110,c1908
001100000010110110100000111001111,0011001000001011110110101,c1908
000000000000000010000001110100101,0000000000000000100000110,c1908
101011101100100100101110011000010,1010101111010010010101011,c1908
001100101100000110001011110000111,0011101001010000100001111,c1908
000000000000000000100011000000110,0000000000000000000010110,c1908
111011001100100100010101100100010,1110101110010010101010010,c1908
000000000000000010100001111000101,0000001000000000100000110,c1908
000000000000000010000011010110110,0000000000000000000000110,c1908
000000000000000000010011000000110,0000000000000000000001110,c1908
001100100010100110100110100000010,0011001001001010000000001,c1908
000000001000100110100001111000110,0000000000010010111100111,c1908
000000000100000010100001110100101,0000000000000000100000110,c1908
001100000010110110100001101001111,0011001000001011110110101,c1908
001001000100000000100010000000011,0010100010000000110011110,c1908
000000000000000001010001000000110,0000000000000000000000110,c1908
100000100000100110000000110000110,0000001001000010100101010,c1908
001100000010110101000001101000111,0011001000001011110110111,c1908
000000000001000000000000110100101,0000000000000000100000110,c1908
111100100000100110100010010000000,1111001001000010100000011,c1908
000000001000100110000001111100110,0000011000010010111111111,c1908
010010001000000100000000000000010,0100001100010000100000110,c1908
001100100000000010000001101000110,0111000001000000101110111,c1908
000000000000000011000000000000110,0000000000000000000100111,c1908
000000000000000000100000110000101,0000000000000010100000110,c1908
011100110000111010100110000000000,0111010001100011001000000,c1908
000000001001100110100001001000110,0000001000000110111110101,c1908
010010001000000100010000011000111,0100001100010000100000110,c1908
000000000000000010000001100100101,0010000000000000100000110,c1908
001100101010100010110010000000000,0011000001011010000001000,c1908
001100101100000110010001010000111,0011101001010000100001111,c1908
000000000000000000000011000100110,0000000000000000000000110,c1908
000001000000000010000001010100101,0000000000000000100000110,c1908
001100101100000110010001011000111,0011101001010000100001111,c1908
000000000000000000100000110000100,0000000000000000000000110,c1908
000000000000000010100010010000110,0000000001000000110011010,c1908
100100101100101110000001110000010,1001111001011010110100010,c1908
000000001000110100100100110001101,0000001000010011100000110,c1908
001100101100000110110001010000111,0011101001010000100001111,c1908
000100001000101110100010000000000,0001011000010010000100010,c1908
001100100000000010000001001100110,0011000001100000100100111,c1908
000010011000000100000000000000010,0000001100110000001010110,c1908
100100101100110110000101110100010,1001101001000011101111011,c1908
111000111101101010100110000000000,1110110001110110000000001,c1908
001100000010110110000001110101111,0011001000001011110110101,c1908
000000000000000000010000100000110,0000000000000000000000110,c1908
